pages_viewed,time_spent_sec,previous_visits,products_viewed,added_to_cart,device_type,previous_purchases,purchase
7,146.6,1,3,0,mobile,1,0
8,21.8,5,1,1,desktop,1,1
5,197.9,3,3,0,desktop,2,1
6,236.6,3,3,0,desktop,0,0
6,158.2,2,2,1,mobile,2,1
4,49.4,2,1,1,mobile,1,0
4,212.1,0,2,0,mobile,1,0
8,89.9,1,3,0,desktop,0,0
4,60.4,3,5,0,mobile,2,0
9,90.1,0,3,0,desktop,0,0
9,138.0,2,2,1,desktop,2,1
6,158.0,1,1,0,mobile,0,0
6,118.1,0,2,0,desktop,0,0
4,100.0,0,6,0,mobile,1,0
4,46.1,2,4,0,desktop,3,1
7,146.8,2,0,0,mobile,0,0
6,120.4,0,5,0,mobile,2,0
5,155.2,3,3,0,desktop,3,1
7,95.3,1,4,0,desktop,1,0
4,167.2,1,5,0,mobile,0,0
13,154.3,3,0,0,desktop,0,0
2,76.4,1,5,1,mobile,1,0
7,101.9,4,2,1,mobile,1,1
2,177.9,3,2,1,desktop,0,1
7,186.6,2,4,0,mobile,1,1
2,231.9,1,0,1,mobile,0,1
5,59.8,2,4,0,tablet,1,0
4,79.7,4,2,0,mobile,1,0
4,292.7,1,1,1,mobile,0,0
6,384.6,0,3,0,mobile,1,1
6,129.1,3,6,0,mobile,0,0
6,100.7,1,5,1,mobile,0,0
10,383.4,1,3,1,desktop,2,1
4,311.9,3,1,0,desktop,1,1
4,179.3,0,2,0,desktop,1,0
7,96.4,2,2,0,desktop,0,0
7,136.4,2,3,1,mobile,0,0
4,24.4,0,3,1,mobile,1,0
8,200.9,3,2,0,desktop,0,1
5,63.2,1,2,1,mobile,2,0
2,281.8,0,7,0,desktop,0,1
8,17.6,0,3,1,mobile,3,1
8,65.5,2,3,0,mobile,3,0
3,116.8,2,6,1,mobile,0,0
6,112.2,5,2,0,mobile,1,1
7,58.1,1,5,0,tablet,0,0
10,115.9,2,3,0,mobile,1,0
4,95.0,3,4,1,desktop,3,1
5,116.4,1,4,0,mobile,1,0
11,73.2,2,1,0,desktop,0,0
5,225.7,4,0,1,mobile,1,1
5,138.5,5,6,0,desktop,1,0
5,76.2,1,3,0,desktop,0,0
8,166.2,2,1,1,mobile,0,0
9,65.0,3,1,0,tablet,1,0
7,66.5,1,3,0,mobile,0,0
7,21.1,1,5,0,tablet,1,0
4,145.1,2,4,1,mobile,4,1
6,122.9,0,3,0,desktop,0,0
7,51.8,2,2,0,mobile,0,0
3,50.5,0,1,0,desktop,1,0
9,147.1,3,3,0,tablet,2,1
6,78.8,2,7,1,tablet,2,0
5,147.3,2,2,1,mobile,4,1
5,22.7,0,5,0,mobile,0,0
3,37.2,0,3,0,desktop,2,0
6,209.8,2,1,0,desktop,1,1
6,129.0,6,4,0,mobile,1,1
5,177.0,2,1,0,desktop,0,0
3,78.9,1,3,0,mobile,0,0
5,56.6,0,2,0,desktop,0,0
5,199.6,1,0,1,mobile,1,1
2,3.3,2,5,0,mobile,1,0
9,104.0,0,2,0,mobile,2,0
5,170.3,2,2,1,desktop,1,1
11,78.4,2,6,0,mobile,2,0
7,409.9,5,4,0,desktop,1,1
4,106.2,2,0,1,tablet,1,0
7,147.7,2,2,0,mobile,1,0
5,52.4,1,2,1,desktop,1,1
4,311.7,1,1,1,desktop,1,1
3,115.2,0,1,0,mobile,0,0
4,82.2,0,11,0,desktop,3,0
6,110.7,1,3,0,desktop,2,1
4,160.4,3,5,1,tablet,2,1
5,66.4,1,3,1,desktop,0,0
4,138.0,2,5,0,desktop,1,0
7,22.0,1,3,1,desktop,1,0
6,31.2,0,4,1,desktop,1,0
6,114.0,3,5,0,mobile,1,0
5,290.8,2,4,0,mobile,2,0
5,18.9,3,2,1,mobile,1,0
7,64.4,2,4,0,desktop,2,1
5,36.2,1,7,0,mobile,0,0
7,77.4,2,3,1,mobile,1,1
5,108.8,1,3,1,mobile,3,1
6,87.4,2,3,0,desktop,0,1
6,11.3,0,1,0,desktop,1,0
5,22.8,1,1,0,mobile,0,0
6,37.1,2,10,0,desktop,1,1
4,70.5,3,1,1,tablet,2,0
5,53.7,1,2,0,tablet,1,0
7,72.9,3,4,0,desktop,1,0
7,96.3,0,3,0,mobile,2,0
2,81.1,3,1,0,mobile,1,0
4,329.1,3,2,0,mobile,0,1
5,336.6,1,3,0,desktop,3,1
7,111.2,3,6,0,desktop,0,1
5,59.7,0,3,0,desktop,1,0
4,80.2,2,7,1,mobile,1,1
15,125.1,3,6,0,mobile,2,0
6,46.3,0,1,0,desktop,0,0
5,126.7,5,3,0,mobile,1,0
6,83.6,2,4,0,mobile,0,0
6,299.2,2,3,0,mobile,3,1
8,45.2,1,4,0,desktop,1,0
8,248.0,2,3,0,desktop,0,0
8,125.8,1,3,0,mobile,1,0
3,56.7,2,3,0,mobile,0,0
6,171.8,4,3,0,desktop,1,1
4,69.9,4,5,1,tablet,0,0
8,85.9,1,4,1,tablet,1,0
3,58.8,5,4,0,mobile,0,0
7,206.1,3,4,0,mobile,2,0
5,386.0,0,2,1,desktop,1,1
9,45.8,5,2,0,mobile,0,0
6,194.9,0,1,1,mobile,0,1
2,107.9,3,3,0,desktop,3,0
3,181.8,2,7,0,mobile,0,0
4,123.2,0,1,1,mobile,2,0
7,89.3,1,5,0,desktop,3,0
9,513.2,2,0,0,desktop,5,1
5,117.4,1,1,0,desktop,1,0
4,193.0,2,1,1,tablet,1,1
7,59.7,1,5,0,mobile,0,0
7,285.2,0,7,0,desktop,1,0
9,104.3,0,4,0,mobile,0,0
7,30.9,1,3,0,mobile,0,0
7,76.2,3,2,0,mobile,1,0
6,115.5,6,3,0,mobile,3,1
5,111.2,1,2,1,mobile,2,1
6,95.2,2,2,1,mobile,2,0
6,108.2,0,2,0,desktop,1,0
7,42.2,2,2,0,mobile,2,0
12,105.1,2,1,0,mobile,1,0
9,68.6,3,3,0,desktop,0,0
8,147.8,2,3,1,mobile,0,0
8,109.7,0,7,0,mobile,0,0
5,62.4,1,3,0,mobile,0,0
9,153.5,3,5,0,mobile,1,1
7,203.7,0,4,0,mobile,1,1
3,130.0,2,5,1,desktop,0,1
5,52.7,1,5,1,tablet,2,0
1,352.0,3,6,0,desktop,0,1
7,98.7,2,1,1,mobile,0,0
1,126.9,4,2,0,mobile,1,0
8,18.0,0,3,0,mobile,0,0
10,107.7,3,3,0,mobile,3,0
8,179.6,2,0,0,mobile,0,0
3,82.8,0,1,0,mobile,2,0
5,141.4,0,5,0,desktop,1,1
9,144.6,1,3,1,mobile,0,0
6,189.4,3,5,0,desktop,0,0
6,101.3,3,3,0,desktop,1,0
7,73.5,1,2,0,tablet,0,0
3,34.8,2,6,1,tablet,2,1
5,145.7,0,5,0,desktop,4,0
8,336.0,1,0,0,mobile,0,1
4,54.0,3,2,1,mobile,0,0
7,171.5,2,4,0,mobile,2,1
3,304.6,2,0,0,mobile,1,1
9,59.9,1,3,0,desktop,1,0
11,208.5,1,1,0,desktop,3,0
6,30.5,3,1,0,mobile,0,0
5,210.2,1,1,1,desktop,0,0
5,18.8,1,2,0,mobile,2,0
9,11.5,1,6,1,desktop,2,0
10,45.9,5,4,0,mobile,0,0
8,148.9,1,1,0,mobile,3,0
8,115.9,2,3,0,mobile,0,0
4,214.3,2,3,0,desktop,1,0
9,98.5,3,6,0,mobile,0,0
8,41.2,0,0,1,tablet,0,0
3,118.8,4,3,0,mobile,0,0
6,159.5,5,1,0,mobile,2,0
8,141.7,3,3,0,mobile,1,0
7,146.3,4,2,0,desktop,2,1
2,174.4,0,6,0,mobile,0,1
4,105.0,4,3,0,mobile,1,0
5,214.3,3,2,0,mobile,1,0
5,25.9,1,4,1,tablet,0,0
4,222.4,3,6,0,mobile,1,1
8,216.8,2,2,0,mobile,0,0
10,99.5,2,2,1,desktop,0,1
5,131.5,2,2,0,desktop,3,0
4,152.7,2,3,0,desktop,2,0
5,472.6,2,5,0,desktop,2,1
5,93.0,1,4,1,mobile,0,0
7,96.1,1,0,0,mobile,0,0
4,37.3,1,1,1,mobile,2,0
11,278.6,1,5,0,tablet,1,1
6,143.4,2,1,1,mobile,0,0
6,80.0,4,3,1,mobile,2,1
4,108.7,1,4,1,mobile,1,1
3,187.6,3,1,0,tablet,1,0
8,115.1,2,2,0,mobile,1,0
6,142.7,0,4,1,mobile,0,0
5,43.6,1,5,0,mobile,1,0
7,48.8,0,2,0,mobile,0,0
6,237.4,4,4,0,desktop,1,1
5,62.5,3,1,1,desktop,1,0
8,49.7,2,2,1,mobile,0,0
5,15.3,2,3,1,desktop,1,0
3,210.2,3,3,1,desktop,2,1
4,69.4,0,1,1,desktop,2,0
9,300.6,2,3,0,desktop,1,1
6,57.3,1,2,1,desktop,0,0
7,31.7,0,3,1,mobile,1,0
3,52.8,1,6,1,mobile,1,0
4,108.0,2,4,0,mobile,1,0
4,441.9,4,4,1,mobile,2,1
8,272.1,2,5,0,desktop,2,1
6,206.4,2,2,0,tablet,0,0
3,305.2,2,3,1,mobile,1,1
3,94.5,4,1,0,desktop,1,0
8,70.2,2,2,0,mobile,1,0
9,217.2,2,4,0,tablet,0,0
5,103.2,1,4,1,desktop,0,1
5,50.9,3,6,1,mobile,1,0
5,1.1,4,4,0,mobile,1,0
4,46.1,2,4,0,mobile,1,0
5,151.5,1,2,1,desktop,0,0
7,51.1,1,2,1,desktop,1,0
6,188.3,3,2,0,desktop,1,0
6,30.1,2,3,0,desktop,3,0
4,47.3,0,7,0,mobile,3,0
7,307.2,5,3,0,desktop,1,1
5,204.8,4,3,0,desktop,0,0
3,109.0,1,4,0,tablet,1,0
6,108.9,3,2,0,desktop,1,0
8,53.5,0,1,0,mobile,0,0
9,241.0,0,2,0,desktop,1,1
1,243.9,1,6,1,mobile,0,1
6,93.6,3,1,0,mobile,1,0
5,92.0,1,1,0,mobile,4,0
7,66.9,0,0,0,mobile,0,0
5,128.7,6,3,0,mobile,1,0
8,16.6,1,1,0,desktop,0,0
3,100.4,1,4,0,mobile,0,0
4,207.3,1,2,0,mobile,0,0
4,118.5,0,2,1,desktop,0,0
6,171.0,1,2,0,desktop,1,0
7,138.6,3,5,0,mobile,1,0
10,121.9,0,3,1,mobile,1,1
7,106.6,0,5,0,mobile,1,0
8,189.0,2,4,0,desktop,0,0
3,88.8,1,1,0,mobile,1,0
3,44.4,0,3,1,mobile,1,0
9,259.2,1,0,0,desktop,3,1
9,176.1,1,2,0,mobile,3,1
9,14.4,3,4,0,desktop,0,0
8,130.5,1,2,0,desktop,1,0
7,12.6,4,2,1,mobile,0,0
3,32.9,2,5,0,mobile,1,0
8,140.9,5,3,1,mobile,1,1
7,251.8,2,2,0,mobile,1,0
6,387.6,4,0,1,mobile,1,1
7,308.2,4,4,0,tablet,0,0
5,21.3,4,2,1,mobile,2,0
5,335.3,2,7,1,mobile,2,1
5,188.7,2,4,0,mobile,1,0
6,199.4,0,3,0,mobile,1,1
5,64.1,1,2,1,mobile,1,0
8,150.9,4,1,0,mobile,3,0
3,142.8,3,3,1,mobile,1,1
5,149.4,1,5,1,desktop,0,1
2,169.0,1,1,0,mobile,1,0
7,105.0,3,6,0,mobile,1,0
2,89.0,3,1,1,mobile,1,0
7,113.8,1,0,1,desktop,2,1
7,232.3,1,6,0,mobile,2,1
1,197.4,1,4,0,desktop,0,0
7,223.6,2,2,1,mobile,2,0
2,143.4,0,5,1,mobile,1,1
5,47.6,5,3,1,mobile,1,1
7,66.3,2,3,0,mobile,0,0
8,196.2,3,2,0,desktop,2,1
7,239.0,1,1,0,desktop,0,1
4,217.3,0,3,1,desktop,0,1
8,114.4,3,4,1,desktop,3,1
7,127.0,0,4,0,desktop,0,0
6,116.7,1,6,0,desktop,0,0
8,26.8,3,1,0,desktop,1,0
5,42.4,2,2,1,mobile,1,1
8,164.4,1,2,0,desktop,1,0
2,83.9,1,6,1,mobile,0,0
3,12.1,4,3,0,mobile,1,0
3,118.5,7,4,0,desktop,2,1
7,46.0,1,3,0,tablet,0,0
9,40.5,1,3,0,mobile,0,0
7,25.8,0,5,0,mobile,0,0
1,56.1,3,2,1,mobile,1,0
11,7.6,0,4,0,mobile,0,0
3,45.9,1,3,1,mobile,0,0
6,165.7,4,4,0,mobile,1,1
9,138.7,2,2,0,desktop,0,0
6,218.1,2,3,0,mobile,2,1
5,147.6,5,0,0,mobile,0,0
4,4.9,4,5,0,mobile,1,0
8,82.2,0,3,1,desktop,0,0
8,76.7,1,3,0,desktop,0,0
4,41.6,0,2,0,desktop,0,0
4,25.9,1,1,0,tablet,0,0
3,158.4,1,6,1,mobile,1,1
3,100.5,4,2,1,mobile,0,1
8,35.9,2,5,1,mobile,0,0
5,22.6,3,5,0,tablet,1,0
2,191.7,5,1,0,mobile,1,1
4,168.5,2,7,0,desktop,1,0
11,171.7,1,4,0,mobile,1,1
4,163.6,1,3,1,mobile,1,1
7,163.5,2,6,0,tablet,1,0
5,150.5,2,5,0,mobile,2,0
6,62.0,1,3,0,desktop,2,0
4,161.8,2,2,0,mobile,0,0
8,112.6,0,1,1,desktop,2,0
6,47.3,4,3,1,mobile,0,0
3,102.0,2,1,0,desktop,0,0
7,239.0,3,2,1,mobile,2,1
4,127.7,2,2,0,mobile,0,0
3,140.0,2,2,1,mobile,1,1
8,38.8,1,2,0,mobile,1,0
7,50.0,3,0,0,mobile,0,0
4,112.9,1,3,0,mobile,1,0
6,89.9,2,7,1,mobile,1,1
8,79.2,2,1,0,desktop,3,0
5,39.3,1,8,0,tablet,1,0
5,49.0,0,3,0,mobile,1,0
4,24.0,2,5,1,desktop,3,0
7,66.3,2,0,0,mobile,0,0
5,90.4,4,7,0,mobile,0,0
6,95.8,4,4,0,mobile,2,1
8,233.5,1,4,0,desktop,1,1
5,11.1,3,3,0,tablet,0,0
4,327.3,1,2,0,desktop,0,1
2,163.8,1,3,0,mobile,2,0
6,108.2,2,1,1,mobile,0,0
9,45.6,2,2,0,mobile,1,0
6,69.8,5,5,1,tablet,2,1
6,161.2,2,2,0,desktop,0,0
4,53.5,1,2,0,desktop,0,0
4,172.3,1,5,0,desktop,2,1
7,100.2,3,0,0,desktop,0,0
6,99.9,3,3,0,desktop,0,0
8,161.5,2,1,0,desktop,1,0
7,36.0,1,2,0,desktop,0,0
9,77.6,2,2,0,mobile,0,0
9,90.9,4,2,0,tablet,1,1
9,156.0,2,2,1,desktop,2,1
10,220.0,3,2,0,mobile,1,1
6,33.1,1,1,0,desktop,1,0
4,100.9,2,4,0,desktop,2,0
5,30.6,2,3,1,mobile,0,0
6,100.2,4,1,0,desktop,0,0
7,140.7,0,3,1,mobile,1,0
8,69.8,3,0,0,mobile,0,0
5,227.9,2,1,0,mobile,2,0
7,142.0,3,2,1,mobile,0,1
14,134.1,2,2,1,desktop,0,1
4,111.1,3,2,1,mobile,2,1
8,159.6,1,3,0,desktop,0,0
8,240.6,3,1,1,mobile,1,1
3,116.4,3,2,0,mobile,0,0
6,73.1,0,6,0,mobile,0,0
3,433.7,2,4,0,desktop,0,1
5,114.2,1,4,0,desktop,3,0
4,90.3,3,3,0,mobile,0,0
4,153.7,1,3,0,desktop,2,0
2,16.3,3,3,0,mobile,2,0
8,30.8,1,4,0,desktop,0,0
5,12.1,3,2,0,desktop,1,0
10,15.5,1,5,0,mobile,1,0
5,42.7,3,3,0,desktop,1,0
7,69.9,2,3,0,desktop,0,0
4,67.2,1,6,0,desktop,0,0
9,92.3,3,2,0,desktop,2,1
7,128.6,1,4,1,mobile,0,0
6,72.1,2,3,0,mobile,2,0
4,131.9,2,0,0,tablet,0,0
12,239.1,1,3,0,mobile,1,1
8,361.4,2,4,0,desktop,1,1
7,267.9,1,2,0,mobile,0,0
7,329.5,5,2,0,desktop,0,1
7,93.9,2,4,1,mobile,0,1
7,18.3,1,4,0,mobile,2,0
6,87.5,2,1,1,mobile,0,0
9,39.1,4,4,0,tablet,1,1
7,94.9,2,4,1,mobile,0,1
9,30.4,1,2,1,mobile,0,0
14,109.2,3,1,0,mobile,2,1
5,51.1,2,5,1,desktop,2,1
2,50.7,0,3,0,mobile,2,0
5,220.0,0,5,1,mobile,2,1
3,111.6,1,3,0,mobile,1,0
8,99.4,3,1,1,mobile,1,1
5,182.8,1,2,1,mobile,0,1
6,130.0,0,1,1,mobile,1,1
9,180.3,0,3,0,mobile,1,0
7,88.8,0,3,0,mobile,2,0
6,172.2,2,7,0,mobile,0,0
3,19.9,3,1,1,mobile,1,0
7,87.5,1,3,1,desktop,2,0
6,122.7,2,2,0,desktop,1,0
7,69.6,2,1,0,mobile,3,0
4,90.2,1,2,0,desktop,0,0
7,187.7,5,2,0,mobile,2,1
7,191.9,3,4,0,mobile,1,1
5,122.2,3,4,0,desktop,0,0
8,247.6,1,3,0,mobile,1,0
5,37.6,2,4,0,mobile,1,0
1,80.2,2,4,1,tablet,0,0
10,82.6,4,1,0,mobile,0,0
2,231.9,0,1,1,mobile,2,1
7,142.1,1,3,1,desktop,0,1
5,277.3,2,3,0,desktop,1,1
6,21.2,5,4,0,mobile,2,0
7,124.9,2,2,0,mobile,0,0
9,101.0,2,4,0,mobile,1,1
5,5.0,1,4,1,desktop,2,0
6,49.8,1,6,1,mobile,1,0
11,37.9,3,3,1,desktop,1,1
6,141.0,1,3,0,mobile,1,0
8,224.3,3,3,0,desktop,0,1
7,74.3,1,3,0,desktop,1,1
5,36.4,0,4,0,mobile,0,0
4,29.7,3,1,0,desktop,1,0
6,287.2,0,4,0,mobile,1,1
5,55.5,1,4,0,desktop,0,0
5,1.4,0,4,1,desktop,0,0
6,61.1,2,2,1,desktop,1,1
3,20.5,3,4,0,desktop,2,0
8,104.7,1,1,0,mobile,0,0
4,96.9,2,1,1,mobile,0,0
6,73.8,1,3,0,desktop,1,0
7,24.3,1,6,0,mobile,0,0
9,94.3,1,6,0,mobile,1,0
6,82.7,4,2,0,mobile,0,0
4,90.3,2,0,0,desktop,0,0
4,66.9,1,3,1,desktop,1,1
6,163.8,1,2,1,mobile,2,1
8,195.6,2,2,0,mobile,1,0
6,29.6,1,3,0,mobile,2,0
6,155.7,1,5,0,mobile,0,0
11,203.6,1,2,0,desktop,1,1
3,385.4,3,2,0,mobile,0,1
7,111.0,1,2,0,mobile,1,0
8,67.9,2,2,1,mobile,1,1
5,175.1,2,4,0,mobile,3,0
12,69.0,2,4,0,mobile,3,0
6,211.6,4,4,1,tablet,1,1
5,89.5,2,3,0,desktop,2,1
2,51.2,3,2,1,mobile,2,0
12,105.9,4,0,0,mobile,2,1
4,80.4,2,1,1,mobile,0,0
3,74.6,1,2,0,desktop,2,0
8,12.5,4,3,0,desktop,0,0
6,201.1,2,2,0,mobile,1,1
2,200.2,2,4,0,mobile,1,0
7,137.7,2,6,0,mobile,0,0
5,146.3,1,5,1,mobile,1,0
10,43.5,1,1,0,mobile,0,0
5,5.5,1,2,0,desktop,7,0
10,114.3,5,4,1,tablet,1,1
6,88.2,1,1,1,desktop,1,0
3,112.4,1,2,0,desktop,0,0
9,3.3,3,2,0,mobile,2,0
3,159.8,3,1,1,desktop,2,1
8,42.9,0,8,1,desktop,2,0
10,34.8,1,0,0,mobile,1,0
4,307.7,3,2,0,desktop,0,1
4,258.9,3,3,1,mobile,1,1
7,12.2,1,2,0,tablet,0,0
8,52.9,2,3,0,mobile,2,0
3,75.2,1,4,0,mobile,2,0
10,238.2,2,1,0,mobile,0,0
6,168.9,5,1,1,mobile,2,0
6,25.4,0,3,0,desktop,2,0
4,104.4,2,4,0,mobile,1,0
7,75.6,3,3,0,desktop,0,0
7,77.6,1,1,0,tablet,1,0
5,56.8,3,5,0,tablet,3,0
7,76.0,0,2,1,desktop,0,0
9,156.0,2,2,0,tablet,0,1
5,83.8,6,1,0,mobile,0,0
7,90.4,4,1,0,tablet,0,0
5,169.7,1,4,0,mobile,0,0
10,131.9,1,5,1,mobile,0,1
6,170.8,2,3,0,mobile,1,0
8,44.0,3,4,0,desktop,1,0
3,98.4,1,1,0,mobile,0,0
5,95.9,3,1,0,mobile,0,0
5,84.8,5,6,1,desktop,1,1
8,72.8,0,7,0,mobile,1,0
4,252.9,4,2,0,mobile,2,1
5,66.5,2,10,0,mobile,1,0
4,211.1,1,7,0,mobile,2,1
4,336.9,4,2,1,desktop,0,1
3,35.8,4,3,0,mobile,3,0
11,24.7,2,1,0,tablet,2,0
4,9.7,4,1,0,desktop,0,0
3,209.0,1,2,0,mobile,1,0
7,212.9,3,5,0,mobile,1,1
5,37.9,2,4,1,tablet,0,0
7,172.8,1,3,0,mobile,0,0
3,49.4,2,0,0,desktop,2,0
5,101.2,2,2,0,mobile,1,0
10,199.5,2,2,1,desktop,1,1
11,132.8,1,4,0,mobile,2,0
6,45.1,6,3,0,desktop,0,0
3,106.3,2,5,0,desktop,2,0
4,71.7,2,5,0,mobile,0,0
8,171.3,1,6,0,mobile,2,1
7,130.0,1,4,1,desktop,0,0
5,129.2,1,1,0,desktop,1,0
3,42.5,2,3,1,tablet,2,0
8,41.3,0,9,0,mobile,1,0
7,112.0,3,2,0,desktop,2,0
8,188.0,2,3,0,desktop,0,0
8,288.3,4,1,0,mobile,0,0
4,15.8,3,4,0,desktop,1,0
4,102.0,1,2,0,mobile,1,0
5,200.3,1,5,0,desktop,1,1
6,159.9,4,2,0,tablet,0,0
3,126.2,0,2,0,mobile,0,0
5,198.0,2,9,0,mobile,1,0
8,38.8,2,2,0,desktop,1,0
6,163.7,2,6,0,desktop,2,0
7,207.3,1,2,0,mobile,3,1
5,32.8,4,5,0,mobile,1,0
10,130.1,5,1,0,mobile,2,1
3,172.6,1,3,1,mobile,1,1
7,183.6,3,3,0,desktop,1,1
5,14.1,2,2,0,desktop,3,0
4,58.1,2,4,0,desktop,0,0
7,4.4,3,3,0,mobile,0,0
8,251.3,2,5,0,mobile,0,1
9,74.9,3,5,0,mobile,1,0
10,39.0,1,6,1,mobile,0,0
6,35.2,1,1,0,tablet,0,0
5,60.8,0,3,0,mobile,1,0
4,207.6,2,3,0,mobile,0,0
8,44.0,1,0,0,desktop,2,0
5,274.7,1,1,0,tablet,1,1
9,25.2,2,1,0,mobile,0,0
9,401.2,2,1,0,mobile,2,1
2,62.0,1,2,1,mobile,5,0
6,279.2,2,2,1,mobile,2,1
5,251.7,0,3,1,mobile,1,1
4,250.9,2,3,1,desktop,1,1
3,93.8,0,1,0,desktop,1,0
9,29.3,1,4,0,mobile,0,0
9,119.7,2,0,0,desktop,1,0
4,48.9,1,4,0,mobile,0,0
5,252.5,2,2,0,desktop,0,1
13,114.9,0,2,0,desktop,1,1
4,102.3,1,0,0,mobile,1,0
4,51.8,0,5,0,mobile,1,0
5,69.0,1,3,0,tablet,1,0
4,151.8,1,4,0,desktop,2,1
5,133.6,2,2,0,mobile,0,0
7,172.8,0,2,1,mobile,2,1
5,182.9,0,1,1,mobile,2,1
4,194.9,3,5,0,mobile,1,1
9,34.1,2,4,0,mobile,3,0
3,138.4,2,3,0,desktop,0,0
4,131.4,4,3,0,mobile,0,0
8,24.1,2,4,0,mobile,4,0
4,144.6,4,3,1,mobile,2,1
8,249.5,1,3,0,mobile,2,1
6,147.3,2,6,0,desktop,1,1
3,26.7,4,4,0,desktop,2,0
10,49.1,0,6,0,mobile,0,0
5,124.5,2,4,1,mobile,1,1
4,41.8,3,4,0,desktop,0,0
2,156.1,1,2,1,tablet,1,1
3,103.5,2,4,0,mobile,1,0
7,191.6,1,3,1,mobile,1,1
11,80.1,4,1,0,desktop,1,0
7,126.7,3,2,1,mobile,1,1
7,55.8,1,2,0,mobile,4,0
3,352.7,2,8,0,mobile,1,1
5,100.3,4,1,0,mobile,1,0
6,32.3,1,5,0,tablet,1,0
9,211.3,2,4,1,desktop,2,1
6,77.7,2,2,0,mobile,1,0
4,203.8,1,1,1,tablet,2,1
2,78.9,2,6,0,mobile,1,0
8,41.2,1,1,1,desktop,1,1
8,98.8,2,4,0,desktop,2,0
5,30.2,0,1,0,desktop,1,0
5,76.2,1,2,0,mobile,0,0
5,185.9,2,5,1,tablet,0,1
10,141.7,7,2,0,mobile,1,1
2,111.6,3,2,1,desktop,1,1
4,78.0,2,3,1,desktop,1,0
5,261.4,3,5,0,desktop,0,1
4,114.1,2,7,1,mobile,4,1
4,56.6,1,6,1,desktop,1,0
9,181.6,5,4,0,mobile,2,1
12,150.3,1,0,0,desktop,0,0
5,48.9,2,4,0,desktop,0,0
3,228.4,1,2,0,mobile,0,1
4,116.6,5,5,0,mobile,1,0
5,128.2,1,5,1,mobile,0,0
3,238.7,0,2,0,mobile,1,0
8,27.2,1,1,0,desktop,0,0
3,51.6,2,3,0,tablet,0,0
12,241.3,1,2,0,desktop,0,1
6,48.1,1,1,1,desktop,2,0
6,102.4,0,0,0,tablet,2,0
5,264.9,2,4,1,mobile,0,1
5,37.5,3,1,0,mobile,2,0
5,12.0,2,3,1,desktop,2,1
4,33.1,1,3,1,mobile,2,1
6,101.3,1,7,0,tablet,0,0
10,84.3,4,3,1,desktop,1,1
6,76.9,0,3,1,tablet,2,0
3,71.0,2,4,0,mobile,1,0
7,47.5,0,3,0,mobile,0,0
8,73.1,2,3,1,desktop,2,0
6,137.1,3,3,1,mobile,3,0
8,170.6,3,3,0,desktop,1,0
8,147.7,1,2,0,desktop,0,0
9,71.7,3,1,0,desktop,2,0
8,85.2,3,1,0,mobile,2,1
4,186.2,2,1,0,desktop,0,0
5,184.4,3,1,1,desktop,1,1
5,332.2,3,2,1,desktop,0,1
4,77.5,3,6,0,desktop,0,0
8,30.8,4,5,0,tablet,2,0
8,107.2,0,3,0,mobile,2,0
4,153.8,1,7,0,tablet,1,0
8,195.0,5,4,0,mobile,1,1
9,65.0,4,4,0,desktop,1,0
4,121.0,2,2,1,tablet,1,1
5,165.8,2,4,0,desktop,2,1
8,100.4,0,5,0,mobile,1,0
2,84.4,1,2,0,mobile,0,0
5,138.9,5,3,1,desktop,1,1
3,11.0,1,4,0,mobile,5,0
3,79.3,2,2,0,desktop,0,0
6,367.9,4,6,1,desktop,0,1
7,132.7,3,4,0,tablet,0,0
6,374.6,2,3,0,mobile,1,1
5,113.8,0,3,0,mobile,0,0
6,227.4,3,2,0,mobile,1,1
8,70.7,3,2,0,mobile,0,0
5,79.5,3,3,0,mobile,2,0
3,58.3,4,4,0,mobile,1,0
10,215.8,6,3,0,tablet,0,0
5,46.2,1,5,0,desktop,0,0
4,16.9,3,0,0,mobile,0,0
5,198.5,2,7,0,mobile,0,0
5,42.1,3,0,0,desktop,1,0
7,178.4,4,6,0,desktop,1,1
5,83.2,3,3,0,mobile,0,0
7,503.3,0,3,0,desktop,3,1
10,330.9,1,1,0,mobile,2,1
4,591.8,2,4,0,mobile,1,1
4,37.5,0,5,1,desktop,0,0
9,99.8,2,4,1,desktop,0,0
7,16.7,1,2,0,tablet,2,0
2,143.6,5,4,0,mobile,1,0
8,42.1,3,4,0,mobile,4,0
6,104.7,4,2,0,mobile,0,0
8,7.8,4,5,0,mobile,1,0
6,8.7,0,2,1,mobile,0,0
3,48.1,6,8,1,mobile,1,1
7,55.1,0,2,0,desktop,0,0
8,261.9,3,1,0,mobile,1,1
6,73.4,1,5,0,mobile,1,0
7,154.7,2,5,0,desktop,1,1
6,14.9,2,2,0,tablet,1,0
7,128.3,0,4,0,mobile,1,0
4,121.7,1,5,0,mobile,0,0
5,173.1,2,2,1,mobile,0,0
6,117.6,4,2,0,mobile,1,0
9,353.4,0,2,0,mobile,0,1
11,76.9,1,4,0,tablet,2,0
6,44.8,1,2,0,desktop,1,0
4,179.3,1,3,0,desktop,0,0
8,129.9,4,1,0,mobile,1,1
3,46.6,4,2,0,mobile,2,0
7,156.7,4,3,0,desktop,6,1
7,218.9,3,6,0,desktop,2,1
7,134.1,3,3,1,desktop,1,1
6,117.5,3,3,0,mobile,0,0
